rh.aparc.thickness	rh_bankssts_thickness	rh_caudalanteriorcingulate_thickness	rh_caudalmiddlefrontal_thickness	rh_cuneus_thickness	rh_entorhinal_thickness	rh_fusiform_thickness	rh_inferiorparietal_thickness	rh_inferiortemporal_thickness	rh_isthmuscingulate_thickness	rh_lateraloccipital_thickness	rh_lateralorbitofrontal_thickness	rh_lingual_thickness	rh_medialorbitofrontal_thickness	rh_middletemporal_thickness	rh_parahippocampal_thickness	rh_paracentral_thickness	rh_parsopercularis_thickness	rh_parsorbitalis_thickness	rh_parstriangularis_thickness	rh_pericalcarine_thickness	rh_postcentral_thickness	rh_posteriorcingulate_thickness	rh_precentral_thickness	rh_precuneus_thickness	rh_rostralanteriorcingulate_thickness	rh_rostralmiddlefrontal_thickness	rh_superiorfrontal_thickness	rh_superiorparietal_thickness	rh_superiortemporal_thickness	rh_supramarginal_thickness	rh_frontalpole_thickness	rh_temporalpole_thickness	rh_transversetemporal_thickness	rh_insula_thickness	rh_MeanThickness_thickness	BrainSegVolNotVent	eTIV
sub-047EPKL011060/ses-1	3.249	2.537	2.886	2.288	3.446	3.243	2.746	3.231	2.826	2.592	2.824	2.357	2.928	3.279	3.117	2.763	2.896	3.197	2.825	1.696	2.327	2.924	2.953	2.922	3.463	2.659	3.263	2.42	3.354	2.9	3.462	4.06	2.619	3.021	2.86806	1938453.0	2469158.939761
sub-047EPKL011063/ses-1	2.342	2.836	2.325	2.064	2.97	2.493	2.385	2.601	2.395	2.107	2.563	2.118	2.51	2.594	2.233	2.369	2.706	2.508	2.445	2.068	2.169	2.845	2.344	2.315	2.714	2.45	2.73	2.03	2.382	2.343	2.215	2.667	2.576	2.708	2.39727	1785877.0	2474444.758939
sub-047EPKL011067/ses-1	3.149	2.811	3.152	2.284	3.712	3.405	3.098	3.409	3.07	2.59	2.957	2.417	3.003	3.554	3.352	2.975	3.006	3.337	2.998	1.81	2.549	2.915	3.118	2.832	3.19	2.629	3.351	2.775	3.479	3.122	3.307	4.076	3.238	3.421	3.00227	1844378.0	2414840.229943
sub-047EPKL011068/ses-1	3.097	2.9	2.665	2.139	3.729	3.154	2.953	3.267	2.917	2.537	2.987	2.246	2.553	3.685	2.979	2.6	2.957	2.919	2.851	1.699	2.355	2.855	2.783	2.879	2.772	2.537	3.024	2.552	3.596	2.991	3.09	4.193	3.026	3.371	2.85566	1916447.0	2440129.341171
sub-047EPKL011075/ses-1	3.205	2.8	2.948	2.034	3.396	3.112	3.047	3.318	2.651	2.543	2.982	2.355	2.855	3.607	3.152	3.085	3.321	3.345	3.012	1.878	2.409	2.894	2.951	2.964	3.076	2.753	3.217	2.691	3.591	3.056	2.948	4.082	3.348	3.106	2.95513	2009987.0	2632544.895497
sub-047EPKL012014/ses-1	2.904	2.958	2.945	2.411	3.856	3.092	2.817	3.373	2.769	2.398	3.026	2.471	2.849	3.389	3.136	2.836	3.056	3.313	2.97	1.814	2.249	2.808	2.938	2.813	3.098	2.741	3.286	2.772	3.204	3.225	3.678	4.293	2.876	3.005	2.89168	2144806.0	2751516.959844
sub-047EPKL012015/ses-1	3.047	2.989	2.735	2.088	3.272	3.003	2.936	3.072	2.6	2.441	2.768	2.333	2.764	3.372	2.811	3.087	2.943	3.15	2.983	1.805	2.528	2.982	3.017	2.88	3.166	2.599	3.17	2.661	3.524	2.962	2.868	4.389	3.439	3.335	2.87539	1855252.0	2481392.111372
sub-047EPKL012017/ses-1	3.307	3.312	2.927	2.161	3.969	3.214	3.08	3.423	2.975	2.673	2.863	2.332	2.657	3.613	3.065	2.975	3.032	3.143	2.85	1.726	2.332	2.966	2.762	2.899	3.374	2.488	3.292	2.661	3.673	3.127	2.804	4.298	2.757	3.357	2.93662	1783406.0	2335532.715663
sub-047EPKL012069/ses-1	3.245	2.91	2.88	2.146	3.744	3.354	3.193	3.455	2.817	2.643	3.061	2.41	2.701	3.697	3.159	3.024	2.976	3.312	2.911	1.666	2.405	3.094	2.842	2.962	3.162	2.745	3.164	2.58	3.609	2.977	3.545	4.401	3.049	3.081	2.96375	1969708.0	2545276.412949
sub-047EPKL012071/ses-1	2.868	3.039	2.809	2.06	3.199	2.88	2.685	3.067	2.846	2.284	2.806	1.825	2.6	3.347	2.637	2.695	2.839	3.129	2.793	1.661	2.362	2.892	2.751	2.713	3.086	2.697	3.161	2.592	3.18	2.786	3.816	3.972	2.378	3.5	2.77884	1745364.0	2420562.85274
sub-047EPKL012073/ses-1	3.302	2.715	2.788	2.022	3.633	3.227	2.942	3.345	2.872	2.574	2.911	2.519	2.509	3.487	3.183	2.875	2.875	3.064	3.003	1.774	2.236	2.798	2.781	2.645	3.112	2.658	2.93	2.475	3.309	2.97	2.93	3.664	2.802	3.073	2.82105	2034291.0	2553576.705904
sub-047EPKL012074/ses-1	3.353	2.953	3.215	2.122	4.071	3.29	3.064	3.579	2.898	2.679	3.249	2.368	2.737	3.775	3.41	3.102	2.917	3.641	3.0	1.559	2.558	2.855	3.096	2.797	3.131	2.951	3.414	2.608	3.428	3.161	3.42	4.098	2.899	3.261	3.02671	2042329.0	2599673.754401
sub-047EPKL013003/ses-1	3.449	3.107	3.148	2.015	3.686	3.117	3.064	3.364	2.641	2.415	3.195	2.258	2.887	3.426	3.142	3.014	2.949	3.548	2.914	1.612	2.405	2.924	2.789	2.989	3.253	2.784	3.288	2.506	3.673	3.11	2.941	4.053	3.092	3.269	2.95266	2013178.0	2537939.273645
sub-047EPKL013004/ses-1	3.229	2.783	2.994	1.939	3.398	3.27	2.996	3.422	3.001	2.572	2.995	2.483	2.993	3.551	3.337	2.774	3.191	3.255	3.071	1.796	2.21	3.186	2.94	2.826	2.572	2.657	3.3	2.475	3.173	3.1	2.864	4.119	2.608	3.242	2.91133	1963086.0	2566469.38658
sub-047EPKL013013/ses-1	3.135	2.561	2.8	2.11	3.136	3.132	2.956	3.52	2.646	2.544	2.905	2.297	2.669	3.336	2.874	3.155	3.401	2.963	2.937	1.917	2.611	2.613	2.965	2.935	3.045	2.566	3.242	2.719	3.447	3.202	3.56	4.422	3.056	3.687	2.95387	1936396.0	2405904.230285
sub-047EPKL013016/ses-1	3.168	3.046	2.555	2.37	3.871	2.947	2.954	3.283	3.007	2.542	3.095	2.371	3.01	3.511	3.2	2.858	2.989	3.004	2.764	1.66	2.493	2.896	2.864	2.907	3.343	2.569	3.139	2.541	3.541	3.064	2.769	4.573	2.632	3.327	2.90692	1931693.0	2499679.748735
sub-047EPKL013018/ses-1	2.76	2.763	3.009	2.561	4.077	3.366	2.975	3.484	3.231	2.67	3.298	2.536	2.795	3.615	3.253	3.188	3.12	3.409	3.104	1.731	2.573	2.988	3.031	3.025	3.046	2.953	3.305	2.704	3.464	3.301	3.415	4.436	2.971	3.197	3.0373	2206405.0	2715192.224826
sub-047EPKL013019/ses-1	3.023	2.442	3.026	1.935	3.697	3.071	3.061	3.257	2.804	2.516	3.05	1.998	2.715	3.668	2.847	2.742	2.776	3.258	2.698	1.735	2.338	2.703	2.798	2.689	2.66	2.682	3.127	2.536	3.347	2.983	3.06	3.83	2.776	3.245	2.84636	1945792.0	2557450.880062
sub-047EPKL013022/ses-1	3.153	3.135	2.733	2.221	3.62	3.012	2.91	3.318	2.779	2.446	2.768	2.151	2.682	3.304	2.921	2.703	3.11	3.058	2.766	1.778	2.269	2.831	2.679	2.673	2.834	2.393	2.925	2.411	3.235	2.924	3.456	4.115	2.834	3.342	2.76753	1994605.0	2584128.207283
sub-047EPKL013023/ses-1	3.556	2.611	2.516	2.374	4.163	3.176	2.868	3.273	2.905	2.643	2.805	2.495	2.56	3.515	2.917	3.049	2.993	3.043	2.549	1.783	2.471	2.913	2.761	2.908	2.95	2.382	2.934	2.607	3.509	2.755	3.497	4.027	2.8	3.219	2.84418	1969145.0	2473457.700679
sub-047EPKL013025/ses-1	3.186	3.078	3.135	2.325	3.681	3.208	3.13	3.604	3.039	2.675	3.22	2.309	3.02	3.551	3.07	3.063	3.379	3.697	3.093	1.927	2.634	3.034	3.275	3.059	3.092	2.772	3.457	2.742	3.67	3.225	3.46	4.634	3.271	3.632	3.0986	1970353.0	2519335.089384
sub-047EPKL013027/ses-1	2.816	3.073	2.583	1.968	3.168	2.815	2.463	2.915	2.862	2.482	2.577	2.106	2.5	3.018	2.887	2.679	2.778	2.914	2.896	1.657	2.217	2.748	2.688	2.692	2.741	2.612	2.999	2.368	3.143	2.575	3.661	4.265	2.467	3.322	2.6608	1920758.0	2499180.30233
sub-047EPKL013028/ses-1	3.053	2.819	2.956	1.904	3.629	3.1	2.84	3.229	2.672	2.366	2.923	2.047	2.815	3.228	3.13	2.545	2.949	3.119	2.975	1.569	2.217	2.626	2.707	2.672	2.89	2.541	2.968	2.372	3.027	2.917	2.997	4.144	2.753	3.273	2.75213	1917870.0	2425489.975043
sub-047EPKL013033/ses-1	3.448	2.99	3.074	2.175	3.792	3.278	3.164	3.692	2.928	2.724	3.199	2.251	2.805	3.676	2.987	2.901	3.107	3.748	3.165	2.038	2.45	2.893	3.008	2.935	3.217	2.688	3.397	2.514	3.479	3.372	3.289	4.492	3.105	3.326	3.02043	1998811.0	2496939.17167
sub-047EPKL013034/ses-1	3.216	2.68	2.913	2.497	3.174	3.138	2.924	3.487	2.857	2.634	2.969	2.474	3.065	3.459	2.701	3.235	3.211	3.152	3.296	1.91	2.503	2.922	3.066	2.832	3.131	2.879	3.517	2.719	3.234	3.254	3.382	4.11	3.016	3.407	2.9992	2235030.0	2900820.083494
sub-047EPKL013035/ses-1	2.876	2.711	2.66	2.172	3.438	3.206	3.039	3.456	2.766	2.616	3.0	2.256	2.313	3.324	3.266	2.695	2.57	3.37	2.632	1.608	2.426	2.652	2.496	2.865	3.011	2.428	2.821	2.593	3.43	2.847	3.029	4.053	2.848	3.491	2.78712	2067858.0	2643585.738111
sub-047EPKL013044/ses-1	3.163	2.942	2.981	2.224	3.332	3.038	2.945	3.191	2.802	2.609	2.808	2.232	2.925	3.464	2.513	2.948	2.834	3.08	3.246	1.806	2.18	3.1	2.932	2.924	3.313	2.906	3.163	2.51	3.144	2.969	3.204	4.096	2.336	3.459	2.8656	1972662.0	2603092.569886
sub-047EPKL013046/ses-1	3.239	2.681	2.968	2.204	3.641	3.191	3.131	3.523	3.005	2.591	3.166	2.361	3.054	3.359	3.241	2.987	3.031	3.347	2.912	1.765	2.597	3.069	3.027	2.918	3.395	2.734	3.261	2.701	3.43	3.221	3.442	4.567	2.988	3.616	3.00782	1908979.0	2517798.774425
sub-047EPKL013053/ses-1	3.107	2.875	3.132	2.172	4.227	3.584	3.114	3.625	2.783	2.732	3.321	2.489	2.898	3.653	3.264	2.995	3.051	3.795	3.315	1.703	2.61	2.82	3.122	3.005	3.197	3.003	3.386	2.663	3.565	3.081	2.749	3.969	3.408	3.288	3.07988	2052463.0	2538288.537346
sub-047EPKL013057/ses-1	3.184	3.053	2.676	2.307	4.067	3.067	2.927	2.91	2.711	2.579	2.971	2.387	2.794	3.273	2.627	2.948	2.726	2.843	2.654	1.981	2.31	2.702	2.953	2.811	3.378	2.605	3.229	2.523	3.199	2.658	3.442	3.913	2.584	3.461	2.81812	2116255.0	2751092.199278
sub-047EPKL013061/ses-1	2.965	2.627	3.115	2.49	3.703	3.142	3.175	3.549	2.859	2.667	3.071	2.477	2.917	3.67	3.221	3.068	3.012	3.257	2.944	2.031	2.593	2.957	3.081	2.964	2.939	2.851	3.166	2.835	3.495	3.029	3.426	3.715	2.693	3.14	3.02083	2113364.0	2730439.516542
sub-047EPKL013064/ses-1	3.029	2.783	2.825	2.228	3.782	3.228	3.022	3.487	2.871	2.647	3.143	2.397	2.511	3.537	3.151	2.768	2.91	3.376	2.79	1.766	2.412	2.892	2.928	2.938	3.073	2.635	3.114	2.832	3.345	3.196	3.245	4.44	3.076	3.568	2.94293	2065264.0	2603813.422971
sub-047EPKL013065/ses-1	3.184	3.12	2.888	2.074	3.691	3.199	3.148	3.482	2.928	2.445	3.125	2.329	2.711	3.457	3.07	3.026	3.043	3.142	3.127	1.736	2.584	2.994	3.09	2.989	3.297	2.782	3.415	2.816	3.518	3.151	3.023	3.972	2.939	3.297	3.00465	2034543.0	2600355.061033
sub-047EPKL014001/ses-1	3.33	3.291	2.855	2.285	3.737	3.203	2.909	3.247	2.953	2.535	3.053	2.49	2.871	3.618	3.378	2.871	3.047	3.177	3.2	2.088	3.05	3.091	2.53	2.995	3.33	2.925	3.313	2.566	3.685	3.171	3.855	4.251	3.506	3.095	2.99437	2129507.0	2765407.011498
sub-047EPKL014002/ses-1	3.294	2.848	2.878	2.234	3.416	3.361	3.193	3.522	2.414	2.848	2.991	2.641	2.614	3.654	3.032	3.114	3.468	3.478	3.392	1.839	2.4	2.908	3.252	3.201	2.921	2.781	3.224	2.792	3.456	3.114	3.446	4.228	3.142	3.48	3.05872	2108983.0	2668583.378068
sub-047EPKL014007/ses-1	3.471	3.12	3.253	2.302	4.129	3.299	3.306	3.471	2.852	2.618	3.303	2.458	3.029	3.672	3.441	3.335	3.159	3.847	3.265	1.833	2.506	3.028	3.279	3.127	3.43	3.0	3.521	3.031	3.751	3.252	3.256	4.345	3.323	3.609	3.16689	2167883.0	2715929.566283
sub-047EPKL014008/ses-1	3.203	2.962	2.965	2.137	3.768	3.105	3.121	3.331	2.819	2.63	3.146	2.296	2.905	3.563	3.023	3.163	3.001	3.245	2.937	1.722	2.316	2.913	2.942	2.776	2.792	2.488	3.097	2.644	3.47	3.082	3.13	4.073	3.162	3.389	2.92808	2167525.0	2651764.460186
sub-047EPKL014010/ses-1	2.968	2.643	2.884	1.873	3.849	3.197	2.968	3.449	2.884	2.29	2.942	2.159	2.636	3.432	2.865	2.707	2.956	3.397	2.723	1.545	2.192	2.742	2.915	2.789	2.642	2.591	3.152	2.593	3.168	2.919	2.997	4.084	2.652	2.918	2.8166	1954069.0	2553755.679192
sub-047EPKL014020/ses-1	2.987	2.948	2.985	1.921	4.087	3.222	3.022	3.426	2.954	2.498	3.212	2.152	2.808	3.469	3.054	2.799	3.155	3.346	2.966	1.666	2.559	3.112	2.831	2.832	3.282	2.785	3.259	2.449	3.49	2.991	3.053	3.84	2.418	3.24	2.93769	2040179.0	2609281.733532
sub-047EPKL014024/ses-1	3.211	2.756	2.945	2.044	3.757	3.199	2.839	3.341	2.854	2.465	3.074	2.282	2.674	3.371	3.21	3.06	3.007	3.381	3.049	1.637	2.463	2.912	2.966	2.91	2.725	2.685	3.314	2.495	3.443	3.014	3.64	4.191	2.879	3.047	2.88553	1963272.0	2441459.957452
sub-047EPKL014026/ses-1	3.273	2.873	3.0	2.197	3.697	3.303	3.072	3.461	2.914	2.649	2.887	2.484	2.877	3.633	3.111	3.053	3.077	3.289	3.106	1.748	2.558	3.075	3.158	3.071	3.418	2.707	3.133	2.627	3.552	3.339	3.336	4.2	2.772	3.426	3.01484	2163695.0	2652898.344744
sub-047EPKL014029/ses-1	2.875	2.83	2.653	1.941	3.721	2.975	2.78	3.06	2.58	2.33	2.832	1.981	2.785	3.454	2.286	2.694	2.939	3.149	2.702	1.509	2.638	2.735	2.303	2.693	2.564	2.471	2.905	2.366	3.299	2.878	2.979	3.632	2.588	3.229	2.70734	1879084.0	2587663.153319
sub-047EPKL014031/ses-1	3.307	2.891	2.828	2.267	3.487	3.326	2.889	3.476	2.822	2.489	2.853	2.271	2.577	3.499	3.036	2.767	2.866	3.466	2.982	1.757	2.416	3.14	2.893	3.009	3.092	2.593	3.343	2.704	3.552	3.217	3.233	4.015	3.394	3.089	2.92478	1854271.0	2443415.312028
sub-047EPKL014032/ses-1	2.873	2.761	2.674	1.898	2.723	2.862	2.843	3.03	2.794	2.43	2.619	1.957	3.202	3.365	2.633	2.624	2.767	2.964	2.942	1.595	2.141	2.798	2.612	2.657	3.02	2.666	2.865	2.485	3.258	2.833	3.365	3.354	2.548	3.45	2.71854	1825875.0	2460385.849764
sub-047EPKL014036/ses-1	3.295	2.463	2.885	2.102	3.624	3.173	3.129	3.41	2.806	2.565	3.108	2.363	2.848	3.458	3.069	2.917	2.963	3.282	2.76	1.637	2.385	2.897	3.007	3.043	3.084	2.508	3.124	2.619	3.339	3.216	3.142	4.147	3.28	3.383	2.93158	1929564.0	2570777.255424
sub-047EPKL014037/ses-1	3.011	2.767	2.796	2.323	3.247	3.289	3.001	3.399	3.048	2.932	3.031	2.751	2.796	3.401	3.43	3.243	2.988	3.452	2.917	1.861	2.69	2.852	3.084	2.971	2.59	2.605	3.34	2.686	3.652	3.16	3.52	4.356	3.568	3.658	3.01829	2005212.0	2585458.559698
sub-047EPKL014038/ses-1	2.798	2.722	2.839	2.231	4.126	2.75	2.819	3.006	2.648	2.378	3.055	2.192	2.498	3.143	2.704	2.774	2.594	2.733	2.824	1.781	2.333	2.87	2.745	2.739	2.629	2.421	3.028	2.525	2.929	2.912	2.783	3.595	2.68	3.065	2.71948	1982465.0	2543258.595235
sub-047EPKL014039/ses-1	3.068	2.881	2.674	2.169	4.046	3.198	3.045	3.443	2.728	2.517	2.836	2.217	2.841	3.441	3.147	3.038	2.935	3.275	2.838	1.768	2.238	3.053	2.9	3.061	3.142	2.752	3.449	2.626	3.414	3.085	3.328	4.151	2.756	3.258	2.92945	2056234.0	2615773.568252
sub-047EPKL014040/ses-1	2.948	2.826	2.975	2.047	3.427	3.189	3.06	3.301	2.816	2.399	2.949	2.33	2.66	3.322	2.644	3.03	2.898	3.363	3.035	1.713	2.468	2.984	2.788	2.902	2.94	2.849	3.334	2.667	3.062	3.017	3.743	3.728	2.355	3.229	2.89887	1936453.0	2456425.874412
sub-047EPKL014043/ses-1	2.996	2.819	2.942	2.019	3.304	3.12	2.893	3.207	2.919	2.462	2.826	2.221	2.964	3.569	3.063	2.799	3.06	3.026	2.798	1.802	2.483	2.808	2.856	2.845	3.267	2.667	3.179	2.506	3.491	2.904	2.809	4.114	3.042	3.305	2.86115	1989164.0	2550286.039179
sub-047EPKL014045/ses-1	2.877	3.092	2.686	2.047	3.524	3.26	2.995	3.453	2.81	2.495	2.814	2.36	2.692	3.558	3.415	2.754	2.981	2.821	2.553	1.661	2.252	2.77	2.797	2.807	3.191	2.599	3.244	2.542	3.344	3.029	3.43	4.281	2.658	3.115	2.85197	2098131.0	2503714.739039
sub-047EPKL014048/ses-1	2.976	2.446	2.787	1.937	3.845	2.922	2.88	3.297	2.69	2.505	2.98	2.013	2.537	3.317	2.982	2.732	2.925	3.079	2.761	1.66	2.445	2.823	2.77	2.683	2.769	2.502	3.011	2.609	3.396	2.781	3.249	4.068	2.856	3.456	2.79352	1856969.0	2392609.010867
sub-047EPKL014050/ses-1	3.159	3.101	2.67	2.326	3.936	3.054	2.975	3.39	2.837	2.717	3.103	2.343	2.736	3.25	2.958	3.151	2.937	3.22	2.822	1.706	2.253	2.888	2.67	2.814	2.917	2.627	3.225	2.617	3.433	2.928	3.349	4.361	2.706	3.184	2.87641	2100354.0	2638003.088631
sub-047EPKL014052/ses-1	3.312	2.851	3.087	2.09	3.686	3.239	3.238	3.553	2.92	2.746	3.098	2.339	2.636	3.657	3.318	2.824	3.155	3.494	2.926	2.02	2.506	2.834	3.105	3.105	3.122	2.798	3.412	2.659	3.26	3.255	3.576	3.861	3.306	3.56	3.03862	2033647.0	2567267.895259
sub-047EPKL014054/ses-1	3.192	2.79	2.941	2.147	2.982	3.174	2.946	3.546	2.839	2.665	2.916	2.437	2.577	3.477	3.19	2.89	2.864	3.6	2.795	1.656	2.501	2.939	2.955	2.81	3.114	2.53	3.157	2.639	3.359	3.031	2.637	3.884	2.973	3.354	2.92055	1982506.0	2537583.407381
sub-047EPKL014055/ses-1	3.06	2.805	2.905	2.206	3.743	2.877	2.992	3.115	2.987	2.445	3.01	2.213	3.042	3.571	3.11	2.821	2.839	3.115	2.963	1.742	2.373	2.889	2.785	2.804	3.318	2.852	3.339	2.62	3.434	3.17	3.279	3.978	3.012	3.542	2.89787	2025833.0	2554518.941606
sub-047EPKL014062/ses-1	3.265	3.278	3.044	2.011	3.783	3.096	3.155	3.46	2.9	2.593	3.205	2.256	3.206	3.42	3.407	2.708	3.04	3.536	3.097	1.73	2.367	3.186	2.789	2.867	3.612	3.077	3.376	2.577	3.608	3.126	3.354	4.111	3.154	3.397	2.9937	2072465.0	2596760.413258
sub-047EPKL014066/ses-1	2.929	3.169	3.054	2.326	3.761	3.328	3.109	3.525	2.698	2.594	2.981	2.412	2.674	3.447	2.663	2.888	3.191	3.252	2.845	1.869	2.301	3.139	3.015	2.917	3.081	2.727	3.186	2.874	3.245	3.145	3.828	3.523	2.071	3.442	2.95684	1885353.0	2540702.698911
sub-047EPKL014067/ses-1	3.175	2.974	2.753	2.025	3.266	3.124	2.859	3.314	2.945	2.565	3.132	2.38	2.877	3.406	2.652	2.573	3.109	3.218	3.06	1.712	2.322	2.968	2.76	2.712	3.348	2.658	3.027	2.434	3.368	2.897	3.817	4.37	2.682	3.447	2.83558	1791742.0	2419161.975611
